,X,Age,Overall,Acceleration,Aggression,Agility,Balance,Ball.control,Composure,Crossing,Curve,Dribbling,Finishing,Free.kick.accuracy,GoK.diving,GoK.handling,GoK.kicking,GoK.positioning,GoK.reflexes,Heading.accuracy,Interceptions,Jumping,Long.passing,Long.shots,Marking,Penalties,Positioning,Reactions,Short.passing,Shot.power,Sliding.tackle,Sprint.speed,Stamina,Standing.tackle,Strength,Vision,Volleys,Potential
2496,2495,27,74,28,29,33,31,17,41,16,15,11,11,18,69,75,71,72,76,15,19,39,32,15,17,30,13,73,29,17,17,40,38,12,76,48,20,76
2497,2496,28,74,48,77,37,40,72,73,42,46,64,74,29,7,16,6,9,12,82,32,68,59,63,15,62,77,72,70,77,38,61,82,46,90,65,69,74
2498,2497,30,74,66,76,73,74,73,74,67,55,70,60,54,9,14,6,12,6,71,74,80,70,65,56,64,70,76,77,74,54,71,90,61,61,69,65,74
2499,2498,24,74,63,71,62,60,67,74,56,51,62,36,57,14,8,12,9,7,75,72,78,69,38,71,52,40,69,68,63,74,64,76,75,80,51,40,79
2500,2499,33,74,58,85,64,68,72,77,60,35,64,42,45,14,6,7,13,9,74,74,80,68,67,68,57,55,72,72,69,77,45,74,75,74,73,57,74
2501,2500,30,74,65,78,72,78,70,66,59,66,68,46,54,15,6,8,6,11,64,72,59,66,53,67,66,60,73,76,68,73,55,90,75,66,69,56,74
2502,2501,26,74,74,80,65,62,60,73,43,36,52,26,36,13,9,8,14,10,75,75,86,61,31,71,38,24,72,64,42,72,72,70,73,78,44,42,77
2503,2502,29,74,89,38,93,95,76,78,73,79,79,75,70,3,3,3,3,3,49,14,73,59,65,18,76,83,80,73,68,22,91,76,22,52,74,77,74
2504,2503,28,74,64,80,54,51,69,68,60,58,64,74,58,8,12,16,12,7,77,21,83,49,69,22,72,74,73,67,85,19,71,61,26,82,50,70,74
2505,2504,18,74,76,32,78,76,83,77,74,72,85,59,68,14,15,15,8,10,38,48,45,68,57,19,59,62,72,75,55,32,68,63,31,35,80,65,86
2506,2505,23,74,74,65,73,66,76,72,70,75,78,66,43,16,11,13,16,9,67,37,67,58,64,32,52,71,72,68,73,31,79,78,39,69,72,67,78
2507,2506,29,74,45,68,54,59,74,65,63,65,68,59,68,7,13,9,7,13,67,75,68,80,79,64,72,60,71,78,82,71,44,58,74,80,76,59,74
2508,2507,28,74,77,60,77,66,76,70,67,70,75,75,50,13,16,10,9,10,70,28,68,65,73,30,72,73,68,72,76,29,78,72,29,68,65,72,74
2509,2508,24,74,38,28,58,48,23,45,14,12,12,11,12,77,74,61,69,79,12,25,72,17,19,11,22,10,69,26,15,13,34,34,19,60,45,10,80
2510,2509,24,74,55,64,47,38,60,68,30,20,56,14,22,3,3,3,3,3,70,76,76,60,22,78,27,20,66,56,56,74,64,62,78,84,30,20,78
2511,2510,26,74,49,79,33,36,63,65,35,28,38,35,35,11,8,11,8,13,77,70,70,60,27,73,37,32,55,69,48,72,67,73,77,79,54,13,78
2512,2511,24,74,78,55,68,66,70,68,33,54,71,77,44,8,6,11,14,8,75,12,77,32,69,14,63,75,65,71,77,15,71,59,14,76,50,68,76
2513,2512,27,74,84,70,58,46,69,70,69,56,66,23,53,6,14,10,11,7,68,64,68,64,43,70,48,65,74,69,71,75,88,78,74,74,61,31,75
2514,2513,28,74,42,80,48,42,60,66,41,50,42,39,11,10,14,14,8,8,79,71,46,50,21,74,48,31,69,62,67,73,48,71,76,87,51,36,74
2515,2514,23,74,65,72,61,52,52,64,24,16,50,15,18,13,10,9,9,11,70,74,76,52,38,77,35,22,68,54,43,72,71,70,75,84,22,12,78
2516,2515,23,74,87,40,82,66,75,70,67,61,80,68,42,7,9,15,9,12,57,55,52,62,66,14,68,75,75,74,67,23,78,83,33,61,61,65,81
2517,2516,32,74,28,45,54,45,13,60,11,11,14,11,15,74,70,66,72,74,16,26,71,23,13,11,11,16,77,36,23,16,34,38,13,67,58,13,74
2518,2517,34,74,33,66,46,48,69,76,73,49,65,48,67,14,8,10,8,7,75,79,71,69,67,76,63,59,68,73,80,70,48,59,74,74,65,68,74
2519,2518,36,74,57,44,32,56,16,65,15,12,18,12,24,70,77,77,71,72,14,15,72,30,12,12,60,14,72,22,24,14,53,28,13,59,60,18,74
2520,2519,23,74,70,68,61,49,64,70,40,26,58,25,34,13,7,9,7,11,72,74,76,72,32,74,44,35,68,67,56,74,68,67,75,75,55,33,79
2521,2520,31,74,47,20,54,38,24,18,12,10,10,13,11,78,69,67,71,78,10,22,69,36,10,13,19,13,71,35,22,13,51,37,15,57,34,10,74
2522,2521,20,74,71,68,76,69,76,69,76,79,76,69,78,10,12,5,13,7,68,38,55,70,70,45,60,70,67,75,75,45,75,78,48,69,76,66,82
2523,2522,36,74,65,82,62,63,82,77,84,78,66,61,77,12,12,16,8,11,61,76,67,73,73,77,77,66,82,75,78,63,62,68,77,70,77,62,74
2524,2523,32,74,48,41,33,41,21,67,11,19,14,19,14,73,71,67,73,76,14,24,63,29,12,13,11,13,73,21,22,13,50,34,14,63,42,15,74
2525,2524,25,74,69,82,80,58,69,67,68,65,75,36,49,13,10,17,13,15,75,73,77,67,55,76,48,58,68,76,56,77,76,76,74,58,56,54,74
2526,2525,25,74,75,60,70,71,75,76,71,76,78,71,78,8,11,7,10,13,54,52,75,68,77,39,79,71,70,73,82,41,77,72,50,75,72,74,76
2527,2526,33,74,72,75,81,83,69,67,72,64,71,53,57,9,12,12,8,12,69,70,74,76,61,73,71,63,79,76,58,65,74,82,69,71,76,53,74
2528,2527,33,74,44,80,67,64,68,61,60,64,64,58,61,12,14,14,8,7,62,73,79,71,64,73,61,56,74,72,72,65,32,80,75,74,64,47,74
2529,2528,23,74,78,62,72,76,69,69,72,45,69,31,42,13,6,16,6,11,59,69,75,61,38,75,49,50,68,71,39,75,81,75,74,63,45,31,79
2530,2529,25,74,39,20,32,37,9,40,30,20,8,20,9,68,78,77,77,73,20,17,45,40,17,9,9,9,68,40,40,20,35,45,22,79,41,20,77
2531,2530,28,74,90,34,84,83,74,66,68,74,79,63,76,14,8,7,15,6,42,31,57,60,70,39,71,68,69,73,72,35,86,72,36,58,71,66,74
2532,2531,23,74,78,69,75,72,73,64,81,66,71,38,65,15,12,11,8,11,56,66,66,59,46,67,41,56,69,68,75,72,85,78,74,69,50,43,78
2533,2532,26,74,89,59,87,69,73,72,71,61,76,70,40,8,12,13,6,10,51,21,56,66,67,16,54,70,73,68,71,23,92,62,23,63,65,70,75
2534,2533,29,74,69,55,69,54,75,72,53,68,71,75,54,13,10,13,14,7,72,34,66,49,64,32,74,76,72,58,76,23,74,70,27,71,56,66,74
2535,2534,25,74,77,81,74,73,73,66,59,82,67,58,49,13,12,15,8,15,68,76,91,77,71,60,61,62,71,74,73,68,72,81,76,73,64,60,74
2536,2535,34,74,48,58,74,63,78,70,73,75,70,69,71,12,16,10,15,8,62,57,60,75,70,45,71,75,72,76,69,50,45,75,55,70,80,60,74
2537,2536,34,74,67,57,72,69,73,73,78,75,72,68,78,7,6,7,12,11,68,63,67,75,72,24,72,77,76,78,77,22,71,73,23,77,77,69,74
2538,2537,21,74,73,75,88,88,70,68,58,43,65,35,40,9,12,11,13,7,55,78,75,73,57,71,51,51,70,78,59,73,68,83,79,32,60,33,84
2539,2538,20,74,70,43,75,67,73,64,56,74,73,77,75,8,14,8,13,13,66,29,71,47,79,23,68,76,68,66,80,24,70,64,33,76,61,72,84
2540,2539,31,74,80,70,76,75,72,74,74,62,75,70,56,10,12,16,8,9,69,65,66,69,69,71,60,75,70,72,70,72,80,83,75,74,67,56,74
2541,2540,28,74,71,67,72,64,73,70,80,69,71,51,63,6,13,6,10,15,56,72,68,68,67,68,50,57,76,71,72,73,73,76,72,72,69,58,74
2542,2541,24,74,85,37,87,83,76,63,69,62,80,67,58,11,7,10,15,13,43,24,70,64,65,32,58,68,65,73,64,25,85,72,31,55,67,55,78
2543,2542,23,74,62,69,72,52,58,66,46,29,46,23,16,10,15,7,10,15,74,70,83,54,27,79,19,21,69,61,40,72,62,67,74,83,39,33,81
2544,2543,29,74,42,27,48,49,18,55,11,11,14,13,12,73,72,67,73,76,12,19,66,32,11,12,17,10,71,30,10,14,42,39,15,69,47,12,74
2545,2544,25,74,77,67,61,62,73,81,71,62,71,55,42,7,16,13,7,9,69,67,63,74,52,71,42,66,81,72,64,64,71,85,77,71,76,61,74
2546,2545,31,74,72,85,68,73,74,61,64,61,64,61,45,10,7,6,6,5,68,76,80,65,62,69,56,69,73,73,64,70,74,77,73,74,73,44,74
2547,2546,25,74,64,64,42,52,59,71,55,29,53,22,29,10,11,12,6,13,73,73,71,67,22,77,47,32,69,70,43,76,66,70,75,75,46,35,77
2548,2547,33,74,75,47,73,61,75,72,61,57,73,73,56,10,6,7,12,7,71,28,78,49,68,22,67,73,71,67,78,26,76,73,43,79,66,71,74
2549,2548,26,74,77,60,87,86,78,74,65,75,69,67,74,12,9,6,8,16,54,32,58,72,66,45,69,75,75,69,70,32,67,62,45,54,73,62,75
2550,2549,22,74,82,52,83,81,79,66,61,70,80,74,74,12,6,12,11,11,51,51,79,62,70,51,66,71,66,63,73,48,85,79,55,64,68,62,83
2551,2550,23,74,29,21,35,46,21,58,16,14,19,13,15,74,72,72,77,75,17,25,65,29,19,16,19,15,65,33,23,18,48,24,18,62,58,12,80
2552,2551,29,74,79,86,72,80,77,83,70,66,75,65,73,12,12,14,14,9,55,63,61,68,70,66,67,71,72,74,78,64,76,88,65,74,77,59,74
2553,2552,31,74,66,65,53,63,68,66,50,52,67,34,52,11,11,15,11,13,75,75,73,75,40,73,54,60,70,70,50,75,60,71,76,71,69,48,74
2554,2553,32,74,82,59,77,80,78,69,76,65,79,59,59,6,14,12,14,12,63,68,71,68,62,66,71,71,76,72,69,65,84,78,66,70,71,57,74
2555,2554,34,74,67,59,68,67,73,84,72,68,71,73,71,9,16,13,15,6,80,37,78,58,69,28,70,83,68,73,71,33,68,75,35,71,75,69,74
2556,2555,24,74,69,73,76,62,73,75,65,65,71,64,58,14,7,15,6,8,66,63,57,74,67,60,44,71,72,76,65,43,67,85,50,63,79,64,79
2557,2556,33,74,32,81,68,66,71,71,71,70,65,61,75,10,13,16,16,11,64,78,68,70,62,74,65,61,75,74,70,70,50,68,76,73,62,59,74
2558,2557,32,74,66,59,69,74,78,68,75,78,73,62,77,11,16,6,12,10,62,48,50,76,70,36,77,72,72,78,72,37,69,66,43,47,74,60,74
2559,2558,24,74,60,82,59,44,59,66,44,38,42,28,37,8,7,7,14,13,75,67,65,65,31,69,33,28,71,67,41,78,81,79,73,87,32,24,80
2560,2559,29,74,81,46,64,70,76,71,76,67,74,70,76,15,13,12,10,9,54,38,67,59,52,39,57,74,74,76,52,41,77,48,52,52,73,67,74
2561,2560,31,74,76,56,79,76,75,78,68,67,75,72,49,16,8,13,9,10,76,41,74,71,66,51,77,71,76,75,77,42,71,70,53,75,71,76,74
2562,2561,29,74,85,69,86,68,71,67,70,77,74,73,73,6,6,7,7,12,63,35,88,58,63,28,70,74,73,68,73,29,89,74,26,64,69,68,74
2563,2562,29,74,50,94,38,31,55,48,28,21,37,30,26,13,14,14,6,7,76,72,79,66,23,74,39,39,66,55,37,65,59,63,66,95,36,21,74
2564,2563,32,74,47,86,48,63,69,73,59,59,55,59,75,13,7,15,15,15,71,80,57,65,73,76,72,52,72,67,81,70,51,74,77,85,67,63,74
2565,2564,32,74,60,80,71,53,75,63,66,70,72,62,71,12,6,15,6,16,65,62,70,71,69,67,54,71,76,77,75,61,65,77,66,75,73,46,74
2566,2565,32,74,62,78,67,65,76,74,73,74,73,61,71,6,16,16,15,9,68,71,70,76,75,58,74,71,77,78,73,60,47,68,70,70,77,65,74
2567,2566,35,74,28,28,41,35,13,34,14,12,10,12,13,74,72,64,74,73,16,15,32,19,10,14,24,11,78,16,10,10,29,28,10,52,60,11,74
2568,2567,23,74,74,67,76,71,79,66,61,68,75,70,67,12,11,6,8,11,75,68,60,73,74,65,67,67,72,76,76,64,72,65,69,52,76,66,81
2569,2568,32,74,67,56,69,64,70,78,74,53,69,76,43,12,7,9,15,13,78,29,72,47,68,17,73,75,69,69,77,19,67,61,22,76,68,74,74
2570,2569,28,74,85,69,87,64,70,75,66,78,82,73,66,13,8,8,13,6,57,61,63,56,71,60,61,72,74,71,77,59,67,78,66,64,73,61,74
2571,2570,24,74,69,60,77,78,75,64,69,75,74,70,74,14,7,13,10,12,66,42,63,71,76,38,66,72,69,72,71,32,69,67,30,61,76,65,80
2572,2571,25,74,81,57,82,67,76,78,66,72,75,64,73,13,8,10,9,10,51,41,51,71,62,31,71,77,74,74,55,32,72,71,33,54,76,61,74
2573,2572,30,74,65,85,59,53,57,65,48,30,55,43,44,7,9,13,14,16,70,73,80,63,55,70,49,39,72,65,70,69,54,83,76,86,44,38,74
2574,2573,21,74,65,49,68,64,76,78,68,47,74,58,68,13,12,7,14,7,61,70,48,73,49,57,50,70,76,78,65,43,64,67,66,64,75,53,80
2575,2574,28,74,58,73,72,55,80,66,46,61,69,28,33,14,10,14,15,15,70,76,59,64,39,71,49,42,64,74,60,80,69,84,74,77,61,38,75
2576,2575,29,74,75,54,77,62,75,72,74,81,74,57,76,9,8,8,7,12,71,54,56,73,75,33,69,73,78,75,71,21,67,67,29,74,75,55,74
2577,2576,26,74,51,70,42,48,60,56,39,28,44,19,25,13,9,11,8,7,70,78,70,59,34,78,38,40,70,63,36,69,61,75,77,76,37,63,76
2578,2577,29,74,66,84,65,63,73,69,68,53,71,63,41,16,13,7,12,14,68,75,67,72,73,72,57,67,73,74,75,71,69,91,74,76,66,46,74
2579,2578,21,74,75,78,72,70,70,64,56,70,65,45,72,9,10,9,7,6,78,64,82,72,70,65,46,57,67,71,82,72,82,84,75,82,64,32,81
2580,2579,33,74,62,62,56,47,60,67,71,69,59,41,47,9,5,4,6,4,77,82,71,62,57,79,48,50,74,62,70,80,66,69,81,78,38,31,74
2581,2580,35,74,52,34,41,50,22,32,14,18,10,12,12,77,71,70,75,79,10,22,70,32,10,10,16,11,56,24,22,11,49,45,15,58,41,14,74
2582,2581,29,74,59,29,52,60,25,43,12,15,15,12,12,74,70,67,77,75,14,14,69,31,16,11,25,11,69,26,24,12,56,36,13,80,55,13,74
2583,2582,28,74,67,72,69,66,75,70,74,71,73,70,63,8,8,6,7,7,66,73,70,73,75,69,59,71,75,75,78,71,68,73,72,73,72,71,74
2584,2583,27,74,43,43,45,39,19,17,10,10,12,11,10,78,71,67,71,78,13,19,47,22,10,12,18,11,67,27,24,12,59,32,11,81,26,13,75
2585,2584,33,74,46,34,44,34,19,42,18,15,16,13,14,74,68,65,78,76,14,24,72,28,11,13,22,13,65,31,19,12,28,24,15,68,35,15,74
2586,2585,21,74,92,38,93,91,76,76,71,47,78,73,55,7,13,12,13,9,58,21,90,52,68,26,48,68,71,67,76,25,91,73,31,63,66,73,81
2587,2586,29,74,76,58,77,69,74,76,81,83,78,65,76,15,13,9,10,9,46,42,59,78,75,35,71,74,71,73,65,38,71,65,46,57,61,66,74
2588,2587,27,74,79,76,84,76,77,65,71,67,79,71,65,14,14,10,9,12,46,35,71,56,66,19,72,72,70,67,72,35,90,78,21,56,62,58,74
2589,2588,27,74,66,60,73,71,75,70,68,60,68,60,49,8,8,12,16,15,67,73,40,73,73,70,57,54,69,82,65,69,66,82,73,64,72,55,74
2590,2589,24,74,69,68,77,83,77,64,72,75,76,61,51,9,16,6,8,14,56,72,73,65,54,76,78,70,74,73,54,75,68,76,76,56,68,58,78
2591,2590,25,74,55,76,54,57,51,65,51,41,45,41,42,7,13,7,8,15,71,72,78,66,52,74,43,35,71,67,53,72,56,61,77,82,54,54,74
2592,2591,22,74,73,81,56,66,69,65,71,32,52,30,40,13,13,8,6,8,70,73,53,56,34,72,38,43,72,69,40,78,72,78,77,65,42,24,82
2593,2592,27,74,74,80,65,74,72,66,73,64,70,42,40,15,12,7,8,11,60,69,70,63,45,72,38,67,66,79,57,73,80,85,71,60,43,36,75
2594,2593,28,74,73,70,66,69,74,65,74,63,74,54,46,8,12,6,10,12,60,74,45,66,62,74,61,60,69,70,61,76,72,69,76,63,61,36,74
2595,2594,22,74,78,57,85,73,74,72,72,73,72,66,74,10,7,16,13,7,39,26,55,73,73,35,64,68,68,76,75,38,74,67,34,43,74,65,79
2596,2595,23,74,71,90,69,75,75,68,47,50,70,54,42,10,13,16,7,15,67,75,60,76,62,74,51,68,70,77,74,72,69,77,77,75,69,53,81
2597,2596,36,74,51,83,64,66,61,67,35,39,52,21,44,7,13,12,14,9,74,75,81,56,29,73,29,36,67,59,69,71,53,50,73,78,36,34,74
2598,2597,30,74,84,67,74,76,77,74,69,73,75,68,65,14,12,8,10,7,60,47,75,67,68,32,57,74,67,71,73,35,82,71,41,72,66,59,74
2599,2598,27,74,87,57,82,74,78,71,68,63,77,66,51,15,10,10,13,8,59,36,66,60,69,17,58,70,69,75,68,26,88,74,40,66,64,70,74
2600,2599,27,74,77,72,84,82,78,67,76,76,80,63,74,10,11,9,8,14,52,33,80,64,73,29,66,69,70,73,81,27,85,65,26,77,64,67,74
2601,2600,33,74,31,78,50,52,59,70,19,23,17,25,11,8,6,6,13,15,80,75,80,71,21,75,44,35,72,56,62,72,28,54,76,79,43,23,74
2602,2601,24,74,76,53,88,91,73,66,74,77,72,64,79,15,13,12,16,15,48,48,58,75,76,31,81,65,65,76,78,36,73,66,38,32,75,70,79
2603,2602,31,74,49,12,38,27,21,40,11,13,10,10,10,74,74,63,76,74,10,13,65,29,11,19,22,10,70,26,23,12,39,30,12,45,30,10,74
2604,2603,29,74,70,85,70,67,63,61,65,45,60,40,32,7,16,15,16,8,77,71,90,56,39,62,53,52,56,63,63,76,74,34,74,90,51,43,74
2605,2604,32,74,36,82,33,41,66,65,66,53,66,31,46,11,6,10,12,16,67,72,71,62,58,74,43,62,66,70,74,77,38,75,76,82,57,32,74
2606,2605,27,74,83,65,83,92,80,72,48,66,75,51,43,7,14,14,12,10,46,78,64,69,45,60,49,64,74,78,48,48,78,82,67,32,70,43,75
2607,2606,24,74,69,75,71,71,74,68,60,52,69,55,62,11,11,9,8,12,55,76,64,74,58,71,45,58,75,79,59,69,66,83,74,67,72,43,80
2608,2607,30,74,47,77,56,44,68,72,59,62,58,46,60,7,9,12,15,14,69,75,31,70,64,73,42,58,74,72,70,68,56,84,72,77,66,38,74
2609,2608,28,74,73,77,67,72,68,70,58,46,67,54,41,6,8,13,14,11,64,74,66,69,54,68,41,58,73,74,61,72,68,91,73,75,63,53,74
2610,2609,27,74,62,70,67,79,76,67,76,48,73,39,44,16,10,10,11,16,68,76,85,74,41,76,58,53,74,75,58,76,40,82,77,68,63,42,74
2611,2610,22,74,77,77,65,66,69,66,71,57,67,34,43,11,7,9,10,11,68,75,70,59,42,72,43,55,67,64,50,75,77,75,75,76,55,35,80
2612,2611,31,74,66,76,68,60,69,70,61,35,44,53,30,12,15,6,12,11,71,74,72,60,41,76,47,60,69,63,59,72,67,79,75,79,60,51,74
2613,2612,23,74,58,49,69,71,77,65,70,70,71,58,76,13,14,13,12,10,61,59,64,80,80,65,80,66,71,81,81,59,63,55,66,58,77,57,80
2614,2613,27,74,78,55,81,78,75,73,60,65,78,72,59,7,9,12,8,7,61,36,69,58,66,39,69,75,75,69,69,47,77,77,53,65,70,60,75
2615,2614,29,74,66,78,55,61,72,64,62,49,58,47,43,13,8,13,6,12,74,73,67,71,52,72,67,41,72,68,70,67,70,74,77,73,34,51,74
2616,2615,32,74,52,92,65,72,66,69,52,56,56,43,45,10,16,15,15,12,66,76,71,67,44,73,47,56,72,75,54,62,51,86,74,72,69,37,74
2617,2616,30,74,53,87,67,62,68,61,60,82,65,56,80,13,13,13,13,10,63,70,82,75,77,72,67,55,67,79,75,78,61,70,75,75,68,43,74
2618,2617,27,74,76,73,77,79,75,71,72,76,73,67,77,15,7,7,10,8,56,62,65,62,68,57,63,75,74,73,74,62,75,80,65,72,70,60,74
2619,2618,23,74,73,52,77,80,75,66,75,80,76,68,59,12,7,16,7,7,54,51,73,69,69,35,59,69,68,79,68,34,69,77,47,56,71,59,80
2620,2619,33,74,30,85,34,29,54,69,32,23,44,48,21,14,11,7,9,8,81,76,31,53,27,74,39,51,67,55,70,72,30,32,74,96,47,57,74
2621,2620,22,73,79,62,83,71,75,70,68,72,79,67,68,14,16,8,10,11,32,46,71,57,72,37,63,70,69,63,74,49,78,80,52,58,68,62,79
2622,2621,27,73,56,62,68,66,73,75,68,74,64,47,75,13,8,13,15,15,74,72,75,76,72,66,55,58,73,76,72,69,61,83,70,73,72,60,74
2623,2622,23,73,87,65,80,74,72,62,72,59,74,48,50,12,10,13,6,13,55,70,53,57,60,66,61,60,71,63,57,69,90,78,70,67,65,55,80
2624,2623,32,73,72,68,72,87,71,62,71,61,63,44,39,9,6,15,8,11,55,78,69,63,26,70,48,44,74,67,68,75,72,71,71,56,56,54,73
2625,2624,32,73,38,35,39,44,20,48,12,13,15,14,13,70,73,67,70,73,14,9,60,38,15,12,21,12,74,26,25,13,36,33,19,64,50,14,73
2626,2625,29,73,70,44,67,65,68,70,39,58,68,75,60,12,10,10,14,7,73,13,65,30,69,17,70,78,65,56,76,15,73,69,14,75,65,60,73
2627,2626,23,73,80,57,69,60,72,65,72,70,70,67,55,5,15,13,14,11,59,56,55,67,73,45,52,71,65,68,77,48,82,78,54,69,73,62,78
2628,2627,26,73,61,81,69,65,73,71,66,69,68,68,70,11,16,15,14,13,47,67,62,73,73,56,72,70,69,73,70,62,62,81,60,75,73,57,76
2629,2628,31,73,46,34,49,42,22,60,18,12,12,14,13,66,71,65,76,75,12,18,66,31,14,16,24,12,71,36,22,15,53,20,14,73,38,12,73
2630,2629,25,73,84,49,79,83,70,60,64,45,73,76,44,10,15,13,12,7,68,23,67,54,65,18,68,77,72,72,74,31,84,71,37,44,70,71,76
2631,2630,21,73,76,47,78,81,77,65,58,73,78,67,77,7,12,8,11,10,46,27,59,69,67,41,52,63,58,75,65,56,73,67,48,43,73,58,83
2632,2631,27,73,77,31,79,62,74,65,71,71,73,70,75,13,8,6,7,6,43,60,48,65,66,16,61,66,67,73,70,29,83,76,27,57,73,51,73
2633,2632,20,73,83,68,78,70,76,70,63,40,78,72,34,12,7,8,11,13,70,16,60,42,63,21,71,76,72,68,74,19,79,79,22,76,69,63,85
2634,2633,29,73,58,72,62,61,67,66,66,44,63,48,67,13,6,14,7,9,69,74,66,67,62,74,56,56,72,64,74,74,61,71,76,70,68,51,73
2635,2634,27,73,62,70,62,58,58,60,36,52,44,24,68,14,7,14,8,6,76,72,72,68,43,70,52,30,68,66,46,68,67,69,75,78,37,19,73
2636,2635,28,73,82,43,87,74,77,73,65,73,84,66,62,7,7,11,7,14,33,30,46,61,75,30,64,64,68,69,74,25,82,68,39,47,68,66,73
2637,2636,23,73,87,71,85,84,67,74,57,70,67,74,59,9,15,11,6,13,62,52,84,50,60,35,74,77,84,61,66,31,85,83,32,72,63,65,77
2638,2637,27,73,92,64,82,87,65,69,69,58,65,36,37,15,8,9,15,9,55,69,75,65,45,68,45,55,69,65,49,72,85,81,71,70,49,28,74
2639,2638,29,73,74,62,71,50,69,62,66,67,74,52,57,11,13,15,6,12,68,70,73,59,58,73,50,64,65,68,65,74,73,85,76,82,53,34,73
2640,2639,28,73,79,75,85,86,68,54,59,49,72,45,47,14,16,11,10,14,60,71,93,58,74,70,55,69,72,61,69,73,82,91,72,41,42,44,73
2641,2640,35,73,68,66,73,72,75,76,85,80,70,46,76,6,5,7,12,7,58,70,74,77,62,70,50,64,70,77,72,72,68,71,71,66,70,62,73
2642,2641,30,73,57,70,64,54,62,65,51,62,57,54,65,8,9,16,14,15,73,72,71,71,61,72,68,56,68,69,63,71,64,82,74,80,51,48,73
2643,2642,30,73,71,69,71,59,74,83,66,62,76,70,66,14,9,15,14,9,72,38,81,58,69,24,71,75,70,70,71,30,73,73,39,81,70,62,73
2644,2643,33,73,75,76,78,74,72,63,67,63,70,61,65,8,10,16,6,7,64,70,76,72,71,68,60,70,70,73,72,66,78,89,70,68,70,59,73
2645,2644,33,73,71,71,73,62,71,76,53,44,45,33,50,8,15,15,8,10,72,70,80,76,44,65,57,30,63,64,60,75,77,58,75,81,45,61,73
2646,2645,22,73,65,72,52,55,61,65,44,41,59,35,45,13,12,9,11,10,68,72,88,54,46,73,49,45,66,59,54,74,69,72,76,80,45,33,80
2647,2646,30,73,56,38,60,64,29,51,15,14,13,14,15,75,70,79,69,75,14,28,79,22,14,12,18,15,68,23,17,13,62,37,12,80,59,13,73
2648,2647,25,73,62,75,55,53,75,65,66,56,73,60,62,8,12,9,8,6,62,67,59,70,72,58,63,67,74,73,84,56,70,82,64,78,74,65,75
2649,2648,27,73,91,42,84,85,75,73,72,71,75,50,53,6,6,9,9,10,48,53,61,66,50,57,47,69,65,70,56,58,84,81,47,65,55,52,73
2650,2649,22,73,87,38,75,77,74,65,62,72,70,75,48,15,11,14,7,9,60,21,74,46,63,21,69,79,72,66,74,20,78,67,29,67,61,67,80
2651,2650,34,73,54,61,75,62,76,80,73,70,73,68,61,15,15,13,8,6,54,56,52,71,80,46,74,72,75,75,82,35,69,77,49,74,73,74,73
2652,2651,21,73,67,75,53,42,63,69,25,27,53,16,21,10,7,14,7,15,69,68,79,54,32,75,31,27,68,67,35,73,64,67,73,82,32,28,82
2653,2652,31,73,72,69,77,74,76,69,74,85,76,61,78,9,16,6,16,7,35,51,70,71,77,43,61,71,69,76,69,44,75,75,55,72,78,64,73
2654,2653,18,73,76,40,77,71,74,66,67,59,76,63,45,6,8,11,10,12,61,31,69,69,50,39,49,69,70,76,60,38,69,61,42,60,76,56,88
2655,2654,27,73,58,68,58,72,72,52,62,77,71,56,80,9,11,7,14,10,42,72,57,79,74,69,63,35,70,80,75,67,59,61,68,59,78,51,76
2656,2655,27,73,30,19,39,58,28,18,9,15,25,17,17,78,69,56,71,75,16,17,55,12,15,11,29,15,74,14,21,13,26,29,15,69,25,13,73
2657,2656,27,73,77,63,73,63,74,67,63,58,71,74,57,12,15,13,13,7,69,31,69,54,68,32,58,70,69,68,77,26,76,84,31,68,62,70,73
2658,2657,29,73,72,83,77,74,71,72,65,58,73,54,57,10,8,11,14,6,66,67,90,72,68,64,58,63,67,74,72,68,70,91,71,74,71,53,73
2659,2658,27,73,79,63,74,77,73,65,69,73,68,59,64,12,15,10,13,13,58,62,73,70,62,59,72,75,76,74,64,55,79,80,60,59,77,64,73
2660,2659,23,73,65,58,66,52,76,65,65,82,73,69,78,10,6,9,16,6,70,33,50,68,78,35,64,72,71,73,80,38,69,69,40,75,68,66,79
2661,2660,25,73,50,17,30,60,14,27,15,20,12,12,12,74,71,67,72,75,19,17,64,26,14,13,14,17,71,24,18,16,48,35,12,64,20,18,77
2662,2661,27,73,93,38,91,93,74,77,71,70,75,63,34,7,9,5,6,6,40,22,56,56,68,24,56,60,63,68,62,24,93,82,21,33,65,54,73
2663,2662,35,73,44,85,57,60,65,77,36,57,57,44,56,15,8,15,9,11,62,79,75,65,53,73,64,45,78,69,66,67,35,78,73,76,67,54,73
2664,2663,28,73,69,72,66,64,71,74,49,51,66,45,53,6,9,16,6,15,70,68,80,70,63,72,45,60,74,73,62,70,70,91,72,76,62,43,73
2665,2664,27,73,78,66,69,69,75,81,59,63,74,74,53,8,14,9,15,12,72,54,73,50,67,29,61,68,74,59,78,38,80,72,40,55,52,72,74
2666,2665,24,73,76,45,83,83,77,72,69,70,75,64,69,6,14,12,12,14,50,45,52,74,79,34,59,74,70,76,76,46,66,67,49,49,77,64,77
2667,2666,26,73,72,53,75,79,79,71,69,71,74,65,62,12,7,11,10,16,48,65,42,74,79,22,63,71,66,78,75,32,79,60,37,70,76,63,74
